char_1,char_2
Cormac McLaggen,Horace Slughorn
Cormac McLaggen,Katie Bell
Cormac McLaggen,Lavender Brown
Cormac McLaggen,Luna Lovegood
Cormac McLaggen,Oliver Wood
Cormac McLaggen,Parvati Patil
Cormac McLaggen,Peeves
Cormac McLaggen,Romilda Vane
Cormac McLaggen,Ron Weasley
Cormac McLaggen,Rufus Scrimgeour
Cormac McLaggen,Severus Snape
Cormac McLaggen,Zacharias Smith
"Alaster ""Mad-Eye"" Moody",Aberforth Dumbledore
"Alaster ""Mad-Eye"" Moody",Albus Dumbledore
"Alaster ""Mad-Eye"" Moody",Amos Diggory
"Alaster ""Mad-Eye"" Moody",Antonin Dolohov
"Alaster ""Mad-Eye"" Moody",Arabella Figg
"Alaster ""Mad-Eye"" Moody",Argus Filch
"Alaster ""Mad-Eye"" Moody",Arthur Weasley
"Alaster ""Mad-Eye"" Moody",Barty Crouch Jr.
"Alaster ""Mad-Eye"" Moody",Barty Crouch Sr.
"Alaster ""Mad-Eye"" Moody",Bellatrix Lestrange
"Alaster ""Mad-Eye"" Moody",Bill Weasley
"Alaster ""Mad-Eye"" Moody",Cedric Diggory
"Alaster ""Mad-Eye"" Moody",Charlie Weasley
"Alaster ""Mad-Eye"" Moody",Cornelius Fudge
"Alaster ""Mad-Eye"" Moody",Dean Thomas
"Alaster ""Mad-Eye"" Moody",Dedalus Diggle
"Alaster ""Mad-Eye"" Moody",Dobby
"Alaster ""Mad-Eye"" Moody",Dolores Umbridge
"Alaster ""Mad-Eye"" Moody",Draco Malfoy
"Alaster ""Mad-Eye"" Moody",Elphias Doge
"Alaster ""Mad-Eye"" Moody",Emmeline Vance
"Alaster ""Mad-Eye"" Moody",Filius Flitwick
"Alaster ""Mad-Eye"" Moody",Fleur Delacour
"Alaster ""Mad-Eye"" Moody",Frank Longbottom
"Alaster ""Mad-Eye"" Moody",Fred Weasley
"Alaster ""Mad-Eye"" Moody",George Weasley
"Alaster ""Mad-Eye"" Moody",Ginny Weasley
"Alaster ""Mad-Eye"" Moody",Harry Potter
"Alaster ""Mad-Eye"" Moody",Hermione Granger
"Alaster ""Mad-Eye"" Moody",Igor Karkaroff
"Alaster ""Mad-Eye"" Moody",James Potter
"Alaster ""Mad-Eye"" Moody",Kingsley Shacklebolt
"Alaster ""Mad-Eye"" Moody",Lavender Brown
"Alaster ""Mad-Eye"" Moody",Lord Voldemort
"Alaster ""Mad-Eye"" Moody",Lucius Malfoy
"Alaster ""Mad-Eye"" Moody",Ludo Bagman
"Alaster ""Mad-Eye"" Moody",Luna Lovegood
"Alaster ""Mad-Eye"" Moody",Minerva McGonagall
"Alaster ""Mad-Eye"" Moody",Moaning Myrtle
"Alaster ""Mad-Eye"" Moody",Molly Weasley
"Alaster ""Mad-Eye"" Moody",Mundungus Fletcher
"Alaster ""Mad-Eye"" Moody",Neville Longbottom
"Alaster ""Mad-Eye"" Moody",Nymphadora Tonks
"Alaster ""Mad-Eye"" Moody",Peter Pettigrew
"Alaster ""Mad-Eye"" Moody",Pius Thicknesse
"Alaster ""Mad-Eye"" Moody",Pomona Sprout
"Alaster ""Mad-Eye"" Moody",Remus Lupin
"Alaster ""Mad-Eye"" Moody",Ron Weasley
"Alaster ""Mad-Eye"" Moody",Rubeus Hagrid
"Alaster ""Mad-Eye"" Moody",Rufus Scrimgeour
"Alaster ""Mad-Eye"" Moody",Scabbers
"Alaster ""Mad-Eye"" Moody",Severus Snape
"Alaster ""Mad-Eye"" Moody",Sirius Black
"Alaster ""Mad-Eye"" Moody",Sturgis Podmore
"Alaster ""Mad-Eye"" Moody",Vernon Dursley
"Alaster ""Mad-Eye"" Moody",Viktor Krum
"Alaster ""Mad-Eye"" Moody",Vincent Crabbe
"Alaster ""Mad-Eye"" Moody",Wormtail
Theodore Nott,Blaise Zabini
Theodore Nott,Draco Malfoy
Theodore Nott,Gregory Goyle
Theodore Nott,Harry Potter
Theodore Nott,Hermione Granger
Theodore Nott,Horace Slughorn
Theodore Nott,Lord Voldemort
Theodore Nott,Vincent Crabbe
Bob Ogden,Albus Dumbledore
Bob Ogden,Harry Potter
Bob Ogden,Marvolo Gaunt
Bob Ogden,Merope Gaune
Bob Ogden,Morfin Gaunt
Bob Ogden,Tiberius Ogden
Bob Ogden,Tom Riddle Sr.
Tiberius Ogden,Albus Dumbledore
Tiberius Ogden,Bob Ogden
Tiberius Ogden,Cornelius Fudge
Tiberius Ogden,Dolores Umbridge
Tiberius Ogden,Harry Potter
Garrick Ollivander,Albus Dumbledore
Garrick Ollivander,Arthur Weasley
Garrick Ollivander,Bill Weasley
Garrick Ollivander,Cedric Diggory
Garrick Ollivander,Dean Thomas
Garrick Ollivander,Dobby
Garrick Ollivander,Dolores Umbridge
Garrick Ollivander,Fawkes
Garrick Ollivander,Fenrir Greyback
Garrick Ollivander,Fleur Delacour
Garrick Ollivander,Gregorovitch
Garrick Ollivander,Harry Potter
Garrick Ollivander,Hermione Granger
Garrick Ollivander,Lord Voldemort
Garrick Ollivander,Lucius Malfoy
Garrick Ollivander,Luna Lovegood
Garrick Ollivander,Narcissa Malfoy
Garrick Ollivander,Neville Longbottom
Garrick Ollivander,Peter Pettigrew
Garrick Ollivander,Ron Weasley
Garrick Ollivander,Scabbers
Garrick Ollivander,Severus Snape
Garrick Ollivander,Viktor Krum
Garrick Ollivander,Wormtail
Pansy Parkinson,Albus Dumbledore
Pansy Parkinson,Alecto Carrow
Pansy Parkinson,Amycus Carrow
Pansy Parkinson,Angelina Johnson
Pansy Parkinson,Blaise Zabini
Pansy Parkinson,Buckbeak
Pansy Parkinson,Cedric Diggory
Pansy Parkinson,Cho Chang
Pansy Parkinson,Dolores Umbridge
Pansy Parkinson,Draco Malfoy
Pansy Parkinson,Harry Potter
Pansy Parkinson,Hermione Granger
Pansy Parkinson,Horace Slughorn
Pansy Parkinson,Katie Bell
Pansy Parkinson,Lucius Malfoy
Pansy Parkinson,Millicent Bulstrode
Pansy Parkinson,Minerva McGonagall
Pansy Parkinson,Neville Longbottom
Pansy Parkinson,Padma Patil
Pansy Parkinson,Parvati Patil
Pansy Parkinson,Rita Skeeter
Pansy Parkinson,Rubeus Hagrid
Pansy Parkinson,Severus Snape
Pansy Parkinson,Sirius Black
Pansy Parkinson,Viktor Krum
Pansy Parkinson,Vincent Crabbe
Padma Patil,Albus Dumbledore
Padma Patil,Alicia Spinnet
Padma Patil,Anthony Goldstein
Padma Patil,Argus Filch
Padma Patil,Cedric Diggory
Padma Patil,Cho Chang
Padma Patil,Dolores Umbridge
Padma Patil,Harry Potter
Padma Patil,Hermione Granger
Padma Patil,Katie Bell
Padma Patil,Luna Lovegood
Padma Patil,Pansy Parkinson
Padma Patil,Parvati Patil
Padma Patil,Ron Weasley
Padma Patil,Susan Bones
Padma Patil,Sybill Trelawney
Padma Patil,Terry Boot
Padma Patil,Viktor Krum
Parvati Patil,Albus Dumbledore
Parvati Patil,Alicia Spinnet
Parvati Patil,Angelina Johnson
Parvati Patil,Anthony Goldstein
Parvati Patil,Antonin Dolohov
Parvati Patil,Argus Filch
Parvati Patil,Cho Chang
Parvati Patil,Cormac McLaggen
Parvati Patil,Cuthbert Binns
Parvati Patil,Dean Thomas
Parvati Patil,Dolores Umbridge
Parvati Patil,Draco Malfoy
Parvati Patil,Ernie Macmillan
Parvati Patil,Fenrir Greyback
Parvati Patil,Firenze
Parvati Patil,Ginny Weasley
Parvati Patil,Hannah Abbott
Parvati Patil,Harry Potter
Parvati Patil,Hermione Granger
Parvati Patil,Horace Slughorn
Parvati Patil,Justin Finch-Fletchley
Parvati Patil,Katie Bell
Parvati Patil,Lavender Brown
Parvati Patil,Lee Jordan
Parvati Patil,Lord Voldemort
Parvati Patil,Luna Lovegood
Parvati Patil,Marietta Edgecombe
Parvati Patil,Michael Corner
Parvati Patil,Neville Longbottom
Parvati Patil,Nicholas de Mimsy-Porpington
Parvati Patil,Padma Patil
Parvati Patil,Pansy Parkinson
Parvati Patil,Remus Lupin
Parvati Patil,Ron Weasley
Parvati Patil,Rubeus Hagrid
Parvati Patil,Seamus Finnigan
Parvati Patil,Susan Bones
Parvati Patil,Sybill Trelawney
Parvati Patil,Terry Boot
Parvati Patil,Wilhelmina Grubbly-Plank
Parvati Patil,Zacharias Smith
Peter Pettigrew,"Alaster ""Mad-Eye"" Moody"
Peter Pettigrew,Albus Dumbledore
Peter Pettigrew,Amos Diggory
Peter Pettigrew,Argus Filch
Peter Pettigrew,Arthur Weasley
Peter Pettigrew,Barty Crouch Jr.
Peter Pettigrew,Barty Crouch Sr.
Peter Pettigrew,Bellatrix Lestrange
Peter Pettigrew,Cedric Diggory
Peter Pettigrew,Cho Chang
Peter Pettigrew,Colin Creevey
Peter Pettigrew,Cornelius Fudge
Peter Pettigrew,Crookshanks
Peter Pettigrew,Cuthbert Binns
Peter Pettigrew,Dobby
Peter Pettigrew,Draco Malfoy
Peter Pettigrew,Filius Flitwick
Peter Pettigrew,Frank Bryce
Peter Pettigrew,Fred Weasley
Peter Pettigrew,Garrick Ollivander
Peter Pettigrew,George Weasley
Peter Pettigrew,Gregory Goyle
Peter Pettigrew,Harry Potter
Peter Pettigrew,Hermione Granger
Peter Pettigrew,Horace Slughorn
Peter Pettigrew,Igor Karkaroff
Peter Pettigrew,James Potter
Peter Pettigrew,Lord Voldemort
Peter Pettigrew,Lucius Malfoy
Peter Pettigrew,Minerva McGonagall
Peter Pettigrew,Mundungus Fletcher
Peter Pettigrew,Nagini
Peter Pettigrew,Narcissa Malfoy
Peter Pettigrew,Percy Weasley
Peter Pettigrew,Poppy Pomfrey
Peter Pettigrew,Remus Lupin
Peter Pettigrew,Ron Weasley
Peter Pettigrew,Rubeus Hagrid
Peter Pettigrew,Severus Snape
Peter Pettigrew,Sirius Black
Peter Pettigrew,Sybill Trelawney
Peter Pettigrew,Tom Riddle Sr.
